Song Title|Voicing|Arranger
Army Medley|TTBB|Jay Giallombardo
Art Is Calling For Me|SSAA|Tom Gentry
As Long As He Needs Me|SSAA|Aaron Dale
As Long As I Have Music|SSAA|Marge Bailey
As Long as I'm Singin'|SSAA|Brian Beck
As Long As I'm Singin'|SSAA|Tom Gentry
As Long As I'm Singin'|TTBB|David Wright
As Long As I'm Singin'|TTBB|Tom Gentry
As Long As I'm Singing|SSAA|Larry Wright
As Long As I'm Singing|TTBB|Mike Menefee
As Long As She Needs Me|TTBB|Jay Giallombardo
As Long As We're Singin'|TTBB|Will Hamblet
As Long as You're Not in Love With Anyone Else / Undecided Medley|SSAA|Clay Hine
As Long As You're Not In Love/Undecided|SSAA|Clay Hine
As Long As You're Not in Love/You Were Meant|SSAA|Clay Hine
As Time Goes By|SSAA|Dot Calvin
As Time Goes By|SSAA|Marge Bailey
As Time Goes By|TTBB|Rob Hopkins
As Time Goes By|TTBB|Walter Latzko
As You Desire Me|SSAA|Ig Jakovac
At Last|SSAA|Jean McFadyen
At Last|SSAA|Nancy Bergman
At Last|TTBB|Clay Hine
At Last|TTBB|Nancy Bergman
At the Beginning|SSAA|Carolyn Schmidt
At the Beginning (from Anastasia)|SSAA|Carolyn Schmidt
At the End of the Day With You|SSAA|Ed Waesche
At the Hop|TTBB|Gary Thiel
At The Hop|SSAA|Sonny Steffan
At the Jazz Band Ball|SSAA|Joni Bescos
Atchison, Topeka And the Santa Fe|TTBB|Jay Giallombardo
Attitude Dance|SSAA|Rasmus Krigstrom
Auction Cries|TTBB|John Biggs
Auld Land Syne|SSAA|Sylvia Alsbury
Auld Lang Syne|SSAA|Carolyn Schmidt
Auld Lang Syne|SSAA|Clay Hine
Auld Lang Syne|SSAA|Don Gray
Auld Lang Syne|TTBB|Clay Hine
Auld Lang Syne|TTBB|Dave Briner
Auld Lang Syne|TTBB|Don Gray
Auld Lang Syne|TTBB|Kris Olson
Auld Lang Syne|TTBB|Steve Jamison
Auntie Skinner's Chicken Dinner|TTBB|Unspecified
Aura Lee|TTBB|Barbershop Harmony Society
Aura Lee / Love Me Tender|TTBB|Tom Gentry
Aura Lee/Love Me Tender|TTBB|Tom Gentry
Autumn Leaves|SSAA|Kay Bromert
Autumn Leaves|TTBB|Adam Reimnitz
Ave Maria|TTBB|Franz Biebl
Ave Maria (Angelus Domini)|TTBB|Unspecified
Ave Maria (Schubert)|SSAA|Carolyn Healey
Ave Maria Angelus Domini|TTBB|Franz Biebl
Away In a Manger|TTBB|Barbershop Harmony Society
Away In a Manger|TTBB|Bradley Ellingboe
Away In A manger|TTBB|Jon Nicholas
Away In A Manger|SSAA|Chris Arnold
Away In A Manger|SSAA|Dave Briner
Away In A Manger|SSAA|Joni Bescos
Away In A Manger|SSAA|Judy Vidal
Away In A Manger|TTBB|Adam Reimnitz
Away In A Manger|TTBB|Chris Arnold
B & O Line|TTBB|Bob Disney
B&O Line|TTBB|Bob Disney
Baby Driver|SATB|Rasmus Krigstrom
Baby Face|SSAA|Joni Bescos
Baby Face|TTBB|Dave Stevens
Baby Face (May 5, 2008 Version)|SSAA|Clay Hine
Baby Face Parody|TTBB|Rob Hopkins
Baby I'm Sayin' Goodbye|SSAA|Lynnell Diamond
Baby Medley|TTBB|Tom Gentry
Baby Mine|SSAA|Adam Scott
Baby Mine|SSAA|Clay Hine
Baby Mine|SSAA|Nancy Bergman
Baby Mine|TTBB|Nancy Bergman
Baby On Board|TTBB|Kyle Kitzmiller
Baby On Board|TTBB|The Be Sharps
Baby On Board|TTBB|Tom Gentry
Baby Please Come Home|SSAA|Lorraine Rochefort
Baby Won't You Please Come Home|TTBB|Barbershop Harmony Society
Baby, It's Cold Outside|SATB|Joni Bescos
Baby, It's Cold Outside|TTBB|Jon Nicholas
Baby, It's You|TTBB|Adam Reimnitz
Baby, Won't You Please Come Home|SSAA|Jo Lund
Baby's Request|SSAA|Ig Jakovac
Baby's Request|TTBB|Jon Nicholas
Babys Request|SSAA|Unspecified
Bach Fugue in D Minor|SSAA|Larry Wright
Back In Business|TTBB|David Wright
Back in the Old Routine|SSAA|Nancy Bergman
Back in the Old Routine|SSAA|Renee Craig
Back in the Old Routine|TTBB|Renee Craig
Back In The Old Routine|TTBB|Dallas Town North
Back In The Old Routine|TTBB|Greg Backwell
Back In The Saddle Again|TTBB|Jon Nicholas
Back to the Fifties|SSAA|Lynnell Diamond
Back When Dad And Mother's Mother And Dad Were Young|TTBB|Mark Goodney
Bad Bad Leroy Brown|TTBB|Fran Wilson
Bad Bad Leroy Brown|TTBB|Tony Nasto
Bad Bobbie's Baritone Blues|SSAA|Dot Calvin
Bad Buncha Boys|TTBB|Kirk Roose
Bad Buncha Boys Singin' Barbershop|TTBB|Kirk Roose
Bad Day (You Had A)|TTBB|Steven Armstrong
Bald Headed Men|SSAA|Barbara McNeill
Bald-Headed Men|SSAA|Barbara McNeill
Ballin' the Jack|SSAA|Chris Smith
Ballin' The Jack|TTBB|Jack Baird
Banana Man|TTBB|Steve Wolf
Bandstand Boogie|SSAA|Renee Craig
Bandstand in Central Park|SSAA|Nancy Bergman
Banjo Medley|TTBB|Tom Gentry
Banjo's Back In Town|SSAA|Renee Craig
Barbara Ann|TTBB|Lars Holmstrom
BARBERPOLE CAT II Package|TTBB|Barbershop Harmony Society
BARBERPOLE CAT Package|TTBB|Barbershop Harmony Society
Barbershop All Year Round|TTBB|Barbershop Harmony Society
Barbershop Harmony Time|TTBB|Dave Stevens
Barbershop Joe|SSAA|Karen Penketh
Barbershop Song|TTBB|Steve Hall
Barbershoppin' Cowgirl|SSAA|Carolyn E. Johnson
Barbershoppin' Cowgirl|SSAA|Johnson
Bare Necessities|SSAA|Tom Gentry
Bare Necessities|TTBB|Simon Rylander
Bare Necessities|TTBB|Tom Gentry
Barry Manilow Medley|SSAA|Ann Minihane
