Song Title|Voicing|Arranger
In The Garden|TTBB|Jason Graham
In The Rain|SATB|Rasmus Krigström
In Your Eyes|SATB|Larry Wright
In Your Eyes|SSAA|Larry Wright
In Your Eyes|TTBB|Larry Wright
Indiana [Back Home Again]|TTBB|Sherry Brown
Into The Unknown|TTBB|David Wright
Iowa Stubborn|TTBB|Walter Latzko
Irish Blessing|TTBB|Don Gray
Irish Montage|SSAA|Jay Giallombardo
Isn't It A Pity|TTBB|Ed Waesche
Isn't She Lovely|TTBB|John Brockman
It Came Upon A Midnight Clear|SSAA|Jim Clancy
It Came Upon A Midnight Clear|TTBB|Jim Clancy
It Came Upon A Midnight Clear/Silent Night Medley|TTBB|Jim Clancy
It Could Happen To You|TTBB|Gene Cokeroft
It Don't Mean A Thing|TTBB|Steve Delehanty
It Had To Be You|SATB|Steve Tramack
It Had To Be You|SSAA|Kevin Keller
It Had To Be You|TTBB|Kevin Keller
It Happened In Monterrey|TTBB|John Brockman
It Is Well With My Soul|TTBB|Dan Tice
It Must Have Been Love|SSAA|David Wright
It Only Takes A Moment|SSAA|David Wright
It Only Takes A Moment|TTBB|David Wright
It's A Good Day|SSAA|Lloyd Steinkamp
It's A Good Day|TTBB|Lloyd Steinkamp
It's A Good Day|TTBB|Val Hicks
It's A Lovely Day Today|TTBB|Joe Johnson
It's A Most Unusual Day|TTBB|Adam Reimnitz
It's A Most Unusual Day|TTBB|David Wright
It's A Pity To Say Goodnight|TTBB|Rasmus Krigström
It's Alright|TTBB|Adam Scott
It's Foxy|TTBB|David Harrington
It's Not Easy|TTBB|Johan Wikstrom
It's Not For Me To Say|TTBB|Brian Mastrull
It's Only A Paper Moon|SSAA|Clay Hine
It's Only A Paper Moon|TTBB|Clay Hine
It's The Most Wonderful Time Of The Year|SSAA|Matt Swann
It's The Most Wonderful Time Of The Year|TTBB|Matt Swann
It's The Same Old Song|TTBB|Steve Tramack
It's You|TTBB|Bob Rund
Jamaica Farewell|TTBB|John Hohl
Java Jive|TTBB|Bluegrass Student Union
Jazz Me Blues|SSAA|Joe Johnson
Jazz Me Blues|TTBB|Joe Johnson
Jeannie With The Light Brown Hair|TTBB|Ed Waesche
Jersey Boys Medley|TTBB|Steve Delehanty
Jezebel|TTBB|Walter Latzko
Jingle Bell Rock|SSAA|Renee Craig
Jingle Bells|TTBB|Barbershop Harmony Society
Jingle Bells|TTBB|David Harrington
JINGLE Bells|SSAA|Jordan Black
JINGLE Bells|TTBB|Jordan Black
Jingle Bells/Sleigh Ride|TTBB|Pete Rupay
John Denver Medley|TTBB|Mark Hale
Johnny Angel|SSAA|Ken Hatton
Johnny Schmoker|TTBB|James Rodde
Johnny's Off To War Medley|TTBB|Rob Hopkins
Joshua Fit The Battle Of Jericho|SSAA|David Wright
Joshua Fit The Battle Of Jericho|TTBB|David Wright
Joy To The World|SSAA|Brian Beck
Joy To The World|TTBB|Brian Beck
Joy To The World (Jeremiah Was A Bullfrog)|TTBB|David Wright
Jukebox Saturday Night Medley|TTBB|Walter Latzko
Jump Shout Boogie|TTBB|Roger Payne
Junglingswonne|TTBB|Franz Schubert
Just A Closer Walk With Thee|TTBB|Clay Hine
Just A Cottage Small|TTBB|Al Rekhop
Just A Kid Named Joe|TTBB|David Wright
Just A Little Talk With Jesus|TTBB|David Harrington
Just Between Old Friends|TTBB|Joe Johnson
Just In Time|TTBB|Dave Briner
Just One More Chance|TTBB|Jerry Bockus
Just One Of Those Things|TTBB|Joni Bescos
Kalamazoo|TTBB|Greg Volk
Kansas City Star|TTBB|Jay Giallombardo
Kansas City, Here I Come|TTBB|Jay Giallombardo
Keep The Whole World Singing|TTBB|Willis Diekema
Kids/Coney Island Washboard|TTBB|139th Street Quartet,
King Of The Road|TTBB|Jay Giallombardo
Kiss Me Goodnight|SSAA|Brent Graham
Kwmbayah|TTBB|K.J. Dinham
La Vie En Rose|TTBB|Justin Miller
Last Night Was The End Of The World|TTBB|Barbershop Harmony Society
Last Night Was The End Of The World|TTBB|Buzz Haeger
Lately|TTBB|Matt Gallagher
Lazy Day|SSAA|David Wright
Lazy Day|TTBB|David Wright
Lazy River|TTBB|Tom Gentry
Lazybones|TTBB|David Wright
Lean On Me|TTBB|Craig Gibbins
Leaving Again/In The Wee Small Hours Of The Morning|TTBB|Kirk Young
Let All Mortal Flesh Keep Silence|SSAA|Jeff Taylor
Let All Mortal Flesh Keep Silence|TTBB|Jeff Taylor
Let It Snow|TTBB|Mando Fonseca
Let Me Call You Sweetheart|TTBB|Barbershop Harmony Society
Let Me Sing and I'm Happy|TTBB|Ed Waesche
Let There Be Peace On Earth|SSAA|Sylvia Alsbury
Let Yourself Go|SSAA|David Wright
Let's Burn Up The Town|TTBB|Tony Nasto
Let's Call The Whole Thing Off|TTBB|Hal Maples
Let's Do It (Let's Fall In Love)|TTBB|John Brockman
Let's Do It, Let's Fall In Love|SSAA|John Brockman
Let's Face The Music And Dance-Cheek To Cheek Medley|TTBB|Andrew Howson
Liar Medley|SSAA|Renee Craig
Liar Medley|TTBB|Renee Craig
Lida Rose|TTBB|Nancy Bergman
Lida Rose/Will I Never Tell You|SATB|Nancy Bergman
Lift Every Voice And Sing|TTBB|Dan Tice
Light My Fire|TTBB|David Wright
Light One Candle|SSAA|Carole Prietto
Light One Candle|TTBB|Carole Prietto
Lion Sleeps Tonight, The (Wimoweh)|TTBB|Ron Smail
Listen To My Heart|SSAA|Michael Gellert
Little Mermaid|SSAA|Joe Spiecker
Little Saint Nick|TTBB|Jon Nicholas
Loch Lomond|SATB|Jonathan Quick
Loch Lomond|TTBB|Ralph Vaughan Williams
Loch Lomond|TTBB|Steve Tramack
Long, Lean And Lanky|TTBB|John Brockman
Look For The Light|SATB|Justin Miller
Lookin' At The World Through Rose Colored Glasses|TTBB|Greg Lyne
Looking At The World Through Rose Colored Glasses|TTBB|David Wright
Lost|TTBB|Patrick McAlexander
Lost|TTBB|Soren Wohlers
Lost In The Stars|TTBB|Buzz Haeger
Lost In The Stars|TTBB|Tom Gentry
Love Letters|TTBB|Steve Delehanty
Love Like This|TTBB|David Wright
Love Me|SSAA|Aaron Dale
Love Me|TTBB|Aaron Dale
Love Me Tender|TTBB|David Wright
Love Me, And The World Is Mine|SSAA|David Wright
Love Me, And The World Is Mine|TTBB|David Wright
Love Of My Life|SSAA|Jay Giallombardo
Love Walked In|TTBB|David Wright
Love Will Be Our Home|SSAA|Bob Rund
Lullaby In Ragtime|TTBB|William Mitchell
Lullabye|SSAA|Kirk Young
Lullabye|TTBB|Kirk Young
Lulu's Back In Town|TTBB|Ed Waesche
Lux Aurumque|SATB|Eric Whitacre
Lux Aurumque|TTBB|Eric Whitacre
Ma! She's Makin' Eyes At Me|TTBB|Mo Rector
Magic To Do|SSAA|David Wright
Make 'Em Laugh|TTBB|Clay Hine
Mam'selle|TTBB|Adam Reimnitz
Mam'selle|TTBB|Tom Sando
Man Of La Mancha|SSAA|David Wright
Man Of La Mancha|TTBB|David Wright
Mango Tree|TTBB|Adam Bock
Margie|TTBB|Walter Latzko
Maria-Somewhere Medley|TTBB|Jay Giallombardo
Marian The Librarian|TTBB|Walter Latzko
Mary Did You Know?|SSAA|David Wright
Mary Did You Know?|TTBB|David Wright
Mary Had A Baby|TTBB|David Wright
May I Never Love Again|TTBB|Renee Craig
Maybe I'm Amazed|TTBB|Bob Rund
Memories Of You|TTBB|Fred King
Memphis Blues|TTBB|Dave Briner
Merry Christmas Darling|TTBB|Brian Beck
Mexicali Rose|TTBB|Tom Gentry
Michelle|TTBB|Steve Delehanty
Mills Brothers Medley|TTBB|Ed Waesche
Mission Impossible Theme|SSAA|Steve Tramack
Mission Impossible Theme|TTBB|Steve Tramack
Mississippi Mud|SSAA|David Wright
Mister Cellophane|TTBB|Ed Waesche
Mister Mom|SSAA|Michael Gellert
MLK|TTBB|Bob Chilcott
Moment I Saw Your Eyes The|TTBB|Joe Liles
Mona Lisa|TTBB|Greg Volk
Monday, Monday|TTBB|Jay Giallombardo
Moondance|TTBB|Marshall Webb
Moonlight Becomes You|TTBB|Ed Waesche
Moonlight Cocktail|TTBB|Brent Graham
Moonshine Lullabye|TTBB|Phil Ordaz
More I Cannot Wish You|TTBB|Bob Disney
Mr. Rogers' Neighborhood|TTBB|Brent Graham
Muppet Show|SSAA|Kirk Young
Muppet Show|TTBB|Kirk Young
Music Man Medley #1|TTBB|Ed Waesche
Music Man Medley #2|TTBB|Ed Waesche
Music Man Mini-Show|TTBB|Jay Giallombardo
Music Of My Heart|SSAA|Carole Prietto
Music Speaks Louder Than Words|SSAA|Carole Prietto
My Cup Runneth Over With Love|TTBB|Ardeth Fullmer
My Faithful Heart|TTBB|Walter Latzko
My Foolish Heart|SSAA|Joni Bescos
My Foolish Heart|TTBB|Rob Hopkins
My Funny Valentine|TTBB|Jim Clancy
My Future|SATB|Bob Rund
My Future|TTBB|Bob Rund
My Girl|TTBB|Rob Campbell
My Heart Stood Still|TTBB|John Hohl
My Honey's Lovin' Arms|SSAA|David Wright
My Honey's Lovin' Arms|TTBB|David Wright
My Honey's Lovin' Arms|TTBB|Don Gray
My Lord, What A Mornin'|TTBB|David Wright
My Old Man|TTBB|Jim Henry
My Romance|TTBB|Craig, adapted by Rich Hasty, Renee
My Romance|TTBB|David Wright
My Romance|TTBB|Rob Campbell
My Special Angel|TTBB|Kevin Keller
My Wild Irish Rose|TTBB|Floyd Connett
Nashville Cats|TTBB|Jay Giallombardo
Nearer My God To Thee|TTBB|James Stevens
Never Never Land|TTBB|Jay Giallombardo
Nevertheless|SSAA|Tom Campbell
Nevertheless|TTBB|Tom Campbell
New Ashmolean Marching Society and Student's Conservatory Band|TTBB|Dave Briner
New Words|SSAA|Michael Gellert
New York, New York|TTBB|Dan Wessler
Next Time I Love|TTBB|Larry Wright
Nice Work If You Can Get It|TTBB|Ed Waesche
Ning Wendete|TTBB|Steven Armstrong
No More Sorrow|TTBB|Shelton Kilby
No No Nora|TTBB|Clay Hine
No Other Love|TTBB|David Wright
No Time To Die/Skyfall|SSAA|Joe Spiecker
Nobody Knows What A Red-Head Mama Can Do|SSAA|Dennis Driscoll
Nobody Knows What A Red-Head Mama Can Do|TTBB|Dennis Driscoll
Nobody Knows You When You're Down And Out|TTBB|David Wright
Noel Canon|TTBB|Steven Sametz
Not A Day Goes By|TTBB|Adam Scott
Not While I'm Around|SSAA|Jeremiah Pope
Not While I'm Around|SSAA|Steve Tramack
Not While I'm Around|TTBB|Jeremiah Pope
Not While I'm Around|TTBB|Steve Tramack
Now Is The Hour|TTBB|Adam Reimnitz
O Canada!|SSAA|Joe Liles
O Canada!|TTBB|Joe Liles
O Come All Ye Faithful|SSAA|Dan Deisroth
O Come O Come Emmanuel (Veni, Veni)|SSAA|Kevin Keller
O Come O Come Emmanuel (Veni, Veni)|TTBB|Kevin Keller
O Holy Night|TTBB|Jay Giallombardo
O Little Town Of Bethlehem|SSAA|Nancy Bergman
O Little Town Of Bethlehem|TTBB|Kevin Keller
O Love That Will Not Let Me Go|TTBB|David Phelps
Ob La Di, Ob La Da, Life Goes On|TTBB|Mark Hale
Ode To Joy|SATB|David Wright
Oh, Lonesome Me|SSAA|David Wright
Oh, Pretty Woman|TTBB|Steve Delehanty
Oh, The Thinks You Can Think|TTBB|David Wright
Oh, What A Beautiful Mornin'|TTBB|David Wright
Oh! Darling|SSAA|David Harrington
Oh! Darling|TTBB|David Harrington
Oh! Look At Me Now|TTBB|Aaron Dale
Old Bones|TTBB|Earl Moon
Old Cape Cod|TTBB|Russ Foris
Old Cape Cod|TTBB|Tom Gentry
Old Fashioned Girl/Sweet And Lovely Medley|TTBB|Rich Hasty
Old Folks At Home|TTBB|Clay Hine
Old Friends|TTBB|Kirk Young
Old Man River|TTBB|Fred King
Oliver Medley|TTBB|Tom Gentry
On A Wonderful Day Like Today|TTBB|Mo Rector
On The Street Where You Live|TTBB|David Wright
Once A Brother, Always A Brother|TTBB|Steve Delehanty
Once A Year Day|TTBB|Dave Ebersole
Once In A Lifetime|SSAA|Mark Hale
Once Upon A Time|SSAA|June Dale
Once Upon A Time|SSAA|Rob Campbell
Once Upon A Time|TTBB|Rob Campbell
One|SSAA|David Wright
One Day More|TTBB|Brian Beck
One Fine Day|SSAA|David Wright
One Moment In Time|SSAA|David Wright
One More Song|TTBB|Joe Liles
One Note Samba|TTBB|Brian Beck
One Song At A Time|TTBB|Joe Liles
One Voice|TTBB|Michael Gill
Only A Rose|TTBB|Ed Waesche
Only You (And You Alone)|TTBB|Jim Kahlke
Open Your Arms, My Alabamy|TTBB|Norma Anderson
Opener Medley|TTBB|Mark Hale
Opening Up|SATB|Melody Hine
Opening Up|TTBB|Melody Hine
Orange Colored Sky|TTBB|Greg Volk
Our Love Is Here To Stay|SSAA|Renee Craig
Out There|TTBB|Brent Graham
Over The Rainbow|TTBB|Ed Waesche
Over The Rainbow|TTBB|Jay Giallombardo
Over The Rainbow|TTBB|Steven Armstrong
Over The Rainbow [Interpolating 'I'm Always Chasing Rainbows']|TTBB|Darin Drown
Paid In Full|TTBB|Larry Triplett
Paralyzed|TTBB|Brian Mastrull
Pass Me The Jazz|TTBB|Jeremey Johnson
Patapan|TTBB|Kevin Keller
Peace On Earth/Little Drummer Boy|TTBB|Gil Dubray
Pennies From Heaven|TTBB|Bill Stauffer
Perfect|TTBB|Ron Cappuccio
Peter Pan Medley|TTBB|Steve Tramack
Peter Pan Medley|TTBB|Tom Gentry
Pick A Little-Talk A Little/Goodnight Ladies|SATB|Walter Latzko
Pirates Of The Caribbean Theme|TTBB|Charlie Kinnison
Play A Simple Melody|SATB|Joe Liles
Play A Simple Melody|TTBB|Russ Foris
Please Come Home For Christmas|TTBB|Steve Tramack
Please Don't Talk About Me When I'm Gone|TTBB|Ed Waesche
Please, Mr. Columbus|TTBB|David Wallace
Polka Dots And Moonbeams|TTBB|John Bober
Popular|SSAA|Steve Tramack
Portrait Of My Love|SSAA|Larry Wright
Precious Lord, Take My Hand|TTBB|Dan Tice
Proud Mary|TTBB|David Wright
Proud Of Your Boy|TTBB|David Wright
Proud Of Your Boy|TTBB|Steve Tramack
Pure Imagination|TTBB|Jim Clancy
Pure Imagination|TTBB|Matt Gallagher
Put On A Happy Face/Let A Smile Be Your Umbrella Medley|TTBB|Adam Reimnitz
Put Your Arms Around Me, Honey|TTBB|Rob Hopkins
Put Your Head On My Shoulder|TTBB|Aaron Dale
Puttin' On The Ritz|SSAA|David Wright
Puttin' On The Ritz|TTBB|Larry Wright
Putting It Together|TTBB|David Wright
Rainbow Medley|TTBB|Steve Tramack
Razzle Dazzle|SSAA|Tom Gentry
Razzle Dazzle|TTBB|Tom Gentry
Real Emotional Girl|TTBB|Rich Hasty
Real Winner Medley|TTBB|Adam Reimnitz
Recipe For Love|TTBB|Barbershop Harmony Society
Red Hot|SSAA|Nancy Bergman
Rhythm Medley|TTBB|Aaron Dale
Rhythm n' Words|SSAA|Joe Spiecker
Rhythm Of Love|SSAA|Brent Graham
Rhythm Of Love|SSAA|David Wright
Rhythm Of Love|TTBB|David Wright
Ride The Chariot|TTBB|Barbershop Harmony Society
Ring Of Fire|TTBB|David Wright
Ring Out The Bells In Dixieland|TTBB|Renee Craig
Rise Up, Shepherd, And Follow|TTBB|David Maddux
Riu Riu Chiu|TTBB|Michael McGlynn
Robot Parody|TTBB|Steven Armstrong
Rock and Roll Medley|TTBB|Mark Hale
Rock It For Me|TTBB|Aaron Dale
Rock Of Ages, Let Our Song|TTBB|Tom Gentry
Rockin' Christmas Medley|SSAA|Adam Reimnitz
Rockin' Christmas Medley|TTBB|Adam Reimnitz
Rocky Top|SSAA|Jim Arns
Roll On Mississippi Roll On|TTBB|Aaron Dale
Roses Of Picardy|TTBB|Lou Perry
Roses Of Yesterday|SSAA|Nancy Bergman
Route 66|SSAA|Chris Droegmuller
Route 66|TTBB|Dan Wessler
Roxie|SSAA|David Wright
Royal Garden Blues|TTBB|Greg Volk
Rudolf The Red-Nosed Reindeer|TTBB|The Blenders
Run, Freedom, Run!|TTBB|Bob Rund
Run, Run, Run|TTBB|Bob Dowma
S'Wonderful|TTBB|David Wright
Sailing|TTBB|Mark Jennings
Salvation Is Created (Spasineye Sodelal)|TTBB|Pavel Chesnokov
Santa Baby|SATB|Aaron Dale
Santa Baby|TTBB|Aaron Dale
Santa Claus Is Coming To Town|TTBB|Hal Maples
Santa Medley|SSAA|Aaron Dale
Santa Medley|TTBB|Aaron Dale
Santa's Elves Medley|TTBB|Mark Hale
Satin Doll|TTBB|Peter Beers
Save The Last Dance/Sway Medley|SSAA|Aaron Dale
Save The Last Dance/Sway Medley|TTBB|Aaron Dale
Saxophone Man|SSAA|Bev Sellers
Scarborough Fair|TTBB|Stan Engebretson
Seaside Rendezvous|TTBB|Paul Hart
Seeing For The Very First Time|TTBB|David Wright
Sentimental Gentleman From Georgia|TTBB|Ed Waesche
Seventy Six Trombones|TTBB|Kevin Keller
Seventy-Six Trombones|TTBB|David Wright
Seventy-Six Trombones|TTBB|Jay Giallombardo
Seventy-Six Trombones|TTBB|Walter Latzko
Sh-Boom (Life Could Be A Dream)|TTBB|Dave Briner
Shakin' The Blues Away|TTBB|Steve Delehanty
Shaking The Blues Away|SSAA|Steve Delehanty
She Didn't Say No|TTBB|Val Hicks
She's Out Of My Life|TTBB|David Harrington
Shine|TTBB|David Wright
Shine On Me|TTBB|Floyd Connett
Shipoopi|TTBB|Walter Latzko
Short People|TTBB|Jim Henry
Shout|SATB|Deke Sharon
Side By Side|SSAA|Bill Stauffer
Side By Side|TTBB|Tom Gentry
Silent Night|SATB|Steve Plumb
Silent Night|TTBB|Jim Clancy
Silhouettes|TTBB|Tom Gentry
Simon & Garfunkel Montage|TTBB|Greg Volk
Simple Things|TTBB|Adam Bock
Sincere|TTBB|Jay Giallombardo
Sincere-It's You|TTBB|Walter Latzko
Sing A Christmas Carol|TTBB|Charlie Kinnison
Sing Along Medley|TTBB|Mark Hale
Sing Me That Song Again|TTBB|Ed Waesche
Sing Me To Heaven|SATB|Daniel Gawthrop
Sing We Noel|TTBB|Judy Vidal
Sing, Sing, Sing|TTBB|David Wright
Singin' In The Rain|TTBB|Jay Giallombardo
SINGING VALENTINE Package|TTBB|Barbershop Harmony Society
Sir Duke|TTBB|Rob Hopkins
Sit Down, You're Rockin' The Boat|TTBB|David Wright
Sixteen Tons|TTBB|John Hohl
Sleigh Ride|SSAA|Tom Gentry
Sleigh Ride|TTBB|Jay Giallombardo
Sleigh Ride|TTBB|Tom Gentry
Sloop John B|TTBB|Aaron Dale
Small Fry|TTBB|David Wright
Smile Medley|SSAA|Clay Hine
Smile Medley|TTBB|Clay Hine
Smile Medley|TTBB|Ron Black
Smile Medley II|TTBB|David Wright
Smilin' Medley|TTBB|Will Hamblet
Smilin' Through|TTBB|Lou Perry
Smoke Gets In Your Eyes|TTBB|Brian Beck
Snow Miser/Heat Miser|TTBB|Mark Jennings
Snowfall|TTBB|Jason Smith
So Close|TTBB|Dom Finetti
So In Love|TTBB|David Wright
So Long, Dearie|TTBB|Barbershop Harmony Society
So Many Voices (Sing America's Song)|TTBB|Tom Gentry
So Much In Love|TTBB|Todd Dixon
Softly As I Leave You|TTBB|Brent Graham
Sold (At the Grundy County Auction)|TTBB|Aaron Dale
Soliloquy|TTBB|David Wright
Somebody Loves Me|TTBB|Clay Hine
Somebody Stole My Gal Medley|TTBB|Rae Jamieson
Somebody To Love|SSAA|Joe Spiecker
Somebody To Love|TTBB|Jay Giallombardo
Someone Like You|TTBB|Kevin Keller
Somethin' About Ya|TTBB|Joe Liles
Something|TTBB|Jim Kahlke
Something Good|TTBB|David Wright
Something Good-Climb Ev'ry Mountain|SSAA|Joe Spiecker
Something Inside So Strong|SSAA|Tom Gentry
Something Inside So Strong|TTBB|Tom Gentry
Something's Comin'-Tonight Medley|TTBB|Jay Giallombardo
Something's Coming|TTBB|David Wright
Somewhere|TTBB|Larry Autenreath
Somewhere [A Broken Heart]|TTBB|Wayne Grimmer
Song Of America|TTBB|Jay Giallombardo
Song Of Blessing|TTBB|Brian Beck
Songbird|SSAA|Linda Corcoran
Songbird|TTBB|Deke Sharon
Songs Of Christmas|TTBB|Jim Clancy
Songs Of Wonder|TTBB|Matt Gallagher
Sooner Or Later-Ask Me Medley|TTBB|Alan Gordon
Sound Celebration|SSAA|Tom Gentry
Sound Celebration|TTBB|Tom Gentry
Sound Of Music Medley|SSAA|Joe Spiecker
Sound Of Silence-Paint It Black Medley|SSAA|Joe Spiecker
South Pacific Medley 1|TTBB|Jay Giallombardo
South Pacific Medley 2|TTBB|Jay Giallombardo
South Rampart Street Parade|SSAA|Brian Beck
South Rampart Street Parade|SSAA|David Wright
South Rampart Street Parade|TTBB|David Wright
Speechless|TTBB|Melody Hine
Spiritual Medley|TTBB|The Imperials
Spreadin' Rhythm Around|TTBB|Tom Gentry
Stand By Me|TTBB|Steve Delehanty
Standing In The Need Of Prayer|TTBB|Burt Szabo
Star Spangled Banner|SSAA|Jim Clancy
Star Spangled Banner|TTBB|Jim Clancy
Star Spangled Banner|TTBB|Val Hicks
Stars|TTBB|Deke Sharon
Stars and Stripes Forever|TTBB|David Wright
Stars Fell On Alabama|SSAA|David Wright
Steal Away|SSAA|David Wright
Steal Away|TTBB|David Wright
Step In Time|SSAA|David Wright
Step In Time|TTBB|David Wright
Steppin' Out With My Baby|TTBB|Rob Hopkins
Steppin' Out-Puttin' On The Ritz|TTBB|Darin Drown
Still In The Mood|TTBB|Steve Tramack
Still, Still, Still|SATB|Kevin Keller
Still, Still, Still|SSAA|Kevin Keller
Still, Still, Still|TTBB|Kevin Keller
Stompin' At The Savoy|TTBB|Kevin Keller
Stop, Time|TTBB|David Wright
Stormy Weather|SSAA|Aaron Dale
Stormy Weather|TTBB|Aaron Dale
Stouthearted Men|TTBB|David Wright
Straighten Up And Fly Right|TTBB|Greg Volk
Stranger In Paradise|TTBB|Rob Campbell
Stray Cat Strut|TTBB|Linda Corcoran
Such A Night|TTBB|Aaron Dale
Sugar|TTBB|Wayne Grimmer
Summer Nights|SATB|Liz Garnett
Sure On This Shining Night|TTBB|Jay Giallombardo
Surfer Girl|TTBB|Aaron Dale
Surfin' USA|TTBB|Steve Jamison
Sweet Adeline|TTBB|Jay Giallombardo
Sweet Adeline [Doo-Wop]|TTBB|Will Hamblet
Sweet and Lovely|SSAA|Mack Huff
Sweet and Lovely|TTBB|Mack Huff
Sweet Georgia Brown|SSAA|George Avener
Sweet Georgia Brown|SSAA|Joe Spiecker
Sweet Georgia Brown|TTBB|Ed Waesche
Sweet Little Jesus Boy|TTBB|David Wright
Sweet Lorraine|TTBB|David Wright
Sweet Lucy Brown|TTBB|Adam Reimnitz
Sweet Mae|TTBB|Bob Jones
Sweet Roses Of Morn|TTBB|Bob Rund
Sweet, Sweet Roses Of Morn|TTBB|Floyd Connett
Sweetheart Of Sigma Chi|TTBB|Barbershop Harmony Society
Swing Down Chariot|SSAA|Sweet Adelines International
Swing Down Chariot|TTBB|Vagabonds,
Take It Up A Step|TTBB|David Wright
Takin' It To The Streets|TTBB|Patrick McAlexander
Taking A Chance On Love|TTBB|Ed Waesche
Tangerine|TTBB|Mark Hale
Tea For Two|TTBB|Mark Hale
Teach Your Children|TTBB|Brian Mastrull
Tears In Heaven|TTBB|Steve Delehanty
Teddy Bear|TTBB|Aaron Dale
Tell My Father|TTBB|Tom Gentry
Tennessee Waltz|TTBB|Gene Cokeroft
Texas Medley|SATB|Brian Beck
Text Me Merry Christmas|TTBB|Adam Scott
Thank You For The Music|TTBB|Kirk Young
That Lonesome Road|SATB|Simon Carrington
That Lucky Old Sun|TTBB|David Wright
That Old Black Magic|TTBB|Bill Wyatt
That Old Feeling|TTBB|David Wright
That Old Quartet Of Mine|TTBB|Lou Perry
That Railroad Rag|TTBB|Kirk Roose
That Tumble Down Shack In Athlone|TTBB|Brent Graham
That'll Be The Day|SSAA|Tom Gentry
That's A Plenty|TTBB|Brian Beck
That's All|TTBB|Joe Johnson
That's An Irish Lullaby|SSAA|Ed Waesche
That's An Irish Lullaby|TTBB|Ed Waesche
That's Entertainment|TTBB|Mark Hale
That's How Rhythm Was Born|TTBB|David Wright
That's How You Know|TTBB|Steve Tramack
That's Life|SSAA|David Harrington
That's Life|TTBB|Barbershop Harmony Society
That's Life|TTBB|Kevin Keller
That's What Dreams Are For|TTBB|Joe Liles
That's What I Call A Pal|TTBB|Ed Waesche
The Ballad Of Springhill|TTBB|Steve Tramack
The Banana Boat Song|TTBB|Don Gray
The Band Played On|TTBB|Rob Hopkins
The Best Is Yet To Come|TTBB|Brent Graham
The Best Things Happen While You're Dancing|TTBB|Steve Tramack
The Boxer|TTBB|Tim Cogley
The Chordbuster March|TTBB|W.A. Wyatt
The Chordbusters March|TTBB|Mark Hale
The Christmas Song|SSAA|Dot Calvin
The Climb|SSAA|Carole Prietto
The Curtain Falls|TTBB|Will Hamblet
The Dream Is Carried On|TTBB|Jay Giallombardo
The Gift To Be Simple|TTBB|Bob Chilcott
The Girl From Ipanema|SATB|Joanna Forbes
The Greatest Barbershop Chart|TTBB|Adam Reimnitz
The Heather On The Hill|TTBB|Bob Bohn
The Holly And The Ivy|TTBB|Darin Drown
The Impossible Dream|TTBB|David Wright
The Impossible Dream|TTBB|Jay Giallombardo
The Kazoo Concerto|TTBB|Tom Gentry
The Lion Sleeps Tonight|TTBB|Scott Turnbull
The Little Boy|TTBB|Tom Gentry
The Little Drummer Boy|TTBB|David Wright
The Loco-Motion|SSAA|Joey Minshall
The Longest Time|SATB|Kirby Shaw
The Longest Time|TTBB|Tom Gentry
The Lord's Prayer|TTBB|Jim Clancy
The Lord's Prayer|TTBB|Joe Liles
The Lost Chord|SSAA|Joe Spiecker
The Luckiest|TTBB|Steve Tramack
The Moment I Saw Your Eyes|SSAA|Joe Liles
The Moment I Saw Your Eyes|TTBB|Joe Liles
The Most Wonderful Day Of The Year|TTBB|Mark Hale
The Music And The Mirror|SSAA|David Wright
The Music Of The Night|SSAA|David Wright
The Music Of The Night|TTBB|David Wright
The Night Has A Thousand Eyes|SSAA|David Wright
The Night We Called It A Day|SSAA|Ruby Rhea
The Old Piano Roll Blues|SSAA|Joni Bescos
The Old Piano Roll Blues|TTBB|Mo Rector
The Parting Glass|SATB|Steve Tramack
The Party's Over|TTBB|Steven Armstrong
The Phony King Of England|TTBB|Dave Ebersole
The Red Rose Rag|TTBB|Mel Knight
The Rhythm Of Life|TTBB|Greg Volk
The River|SSAA|Carole Prietto
The River Of Dreams|TTBB|Brian Mastrull
The Sadder But Wiser Girl|TTBB|Walter Latzko
The Second Star To The Right|TTBB|Tom Gentry
The Secret Of Christmas|SSAA|Jim Clancy
The Secret Of Christmas|TTBB|Jim Clancy
The Song Is Ended|TTBB|Ed Waesche
The Songs We Sang Together|TTBB|Steve Tramack
The Sweetheart Of Sigma Chi|TTBB|Dave Richards
The Sweetheart Of Sigma Chi|TTBB|Steve Tramack
The Tender Trap|TTBB|Steve Tramack
The Trolley Song|TTBB|Renee Craig
The Very Thought Of You|TTBB|Adam Reimnitz
The Virgin Mary Had A Baby Boy|TTBB|Tom Gentry
The Water Is Wide|TTBB|Joe Johnson
The Water Is Wide|TTBB|Rick Spencer
The Way We Were|TTBB|Brian Beck
The World Is Waiting For The Sunrise|TTBB|Bill Stauffer
Their Hearts Were Full Of Spring|TTBB|Kirby Shaw
Them There Eyes|SSAA|Dave Stevens
Then You Can Tell Me Goodbye|TTBB|Dave Ebersole
There Goes My Heart|SSAA|Nancy Bergman
There Goes My Heart|TTBB|Ed Waesche
There Is Nothing Like A Dame|TTBB|Pete Rupay
There'll Be No New Tunes On This Old Piano|TTBB|Gene Cokeroft
There'll Be Some Changes Made|SSAA|Nancy Bergman
