Song Title|Voicing|Arranger
Forgive Me|TTBB|Earl Moon
Fortune In Dreams|SSAA|Earl Moon
Fortune In Dreams|TTBB|Earl Moon
Fortuosity (from Disney's "The Happiest Millionaire")|TTBB|Russ Foris
Freddie Feelgood|TTBB|Dave Briner
Friend Like Me|TTBB|David Wright
Frog Kissin'|TTBB|Bob Jones
Frosty the Snowman|SATB|Rob Campbell
Frosty the Snowman|SSAA|Rob Campbell
Frosty the Snowman|TTBB|Rob Campbell
Galway Bay|TTBB|Dennis Driscoll
Gay Nineties Medley|TTBB|Bud Arberg
Gee But I Hate To Go Home Alone|TTBB|Dennis Driscoll
Georgia May|SSAA|Aaron Dale
Georgia May|TTBB|Aaron Dale
Georgia on My Mind|SATB|Steve Jamison
Georgia on My Mind|SSAA|Steve Jamison
Georgia On My Mind|TTBB|Steve Jamison
Get a Job|TTBB|Jon Nicholas
Get Me to the Church on Time|TTBB|Tom Gentry
Get Up and Go|TTBB|Kevin Keller
Girl Of My Dreams|TTBB|Inc. SPEBSQSA
Girls, Girls|TTBB|Dave Stevens
Give Me A Barbershop Song|TTBB|Steve Hall
Give Me a Basketball|TTBB|Paul Olguin
Give Me A Girl|TTBB|Joe Liles
Give Me a Night in June|TTBB|Maurice Reagan & The Pittsburghers
Give Me That Barbershop Style|TTBB|Dave Stevens
Give Me The Moonlight, Give Me The Girl|TTBB|Dennis Driscoll
Give Me Your Tired, Your Poor|TTBB|SPEBSQSA
Give My Regards to Broadway|TTBB|Burt Szabo
Go Rest High on That Mountain|SATB|Jon Nicholas
Go Rest High on That Mountain|SSAA|Jon Nicholas
Go Rest High on That Mountain|TTBB|Jon Nicholas
Go the Distance|SSAA|Aaron Dale
Go the Distance|TTBB|Aaron Dale
God Bless America|SATB|Gregory Lyne
God Bless America|SSAA|Gregory Lyne
God Bless America|TTBB|Gregory Lyne
God Bless America|TTBB|Jon Nicholas
God Bless the U.S.A.|TTBB|Brian Beck
God Only Knows (6 part - TTTBBB)|TTBB|David Wright
Good Bye, My Lady Love|TTBB|Burt Szabo
Good Luck Charm|SSAA|Aaron Dale
Good Luck Charm|TTBB|Aaron Dale
Good Luck Charm (non-contest version)|TTBB|Aaron Dale
Good Vibrations|TTBB|David Wright
Good-Bye Boys|TTBB|Unknown
Good-Bye Rose|TTBB|Inc. SPEBSQSA
Goodbye Means the End of My World|TTBB|Joe Liles
Goodbye, Dixie, Goodbye|TTBB|Unknown
Goodbye, My Coney Island Baby/We All Fall|TTBB|BHS
Goodbye, World, Goodbye|SSAA|David Wright
Goodbye, World, Goodbye|TTBB|David Wright
Goodnight Sweetheart|TTBB|Willis Diekema
Goodnight, Ladies (from "The Music Man")|TTBB|SPEBSQSA
Goodnight, Little Boy Of Mine|TTBB|Val Hicks
Goodnight, My Someone (from "The Music Man")|TTBB|S. K. Grundy
Goodnight, Sweetheart, Goodnight|SATB|Melvin Knight
Goodnight, Sweetheart, Goodnight|SSAA|Melvin Knight
Goodnight, Sweetheart, Goodnight|TTBB|Melvin Knight
Goodnight, Sweetheart, Goodnight (Goodnight, It's Time to Go)|TTBB|Webb Comfort
Got My Thumb Out|TTBB|Joe Liles
Graduation Day|SSAA|Thomas Gentry
Graduation Day|TTBB|Thomas Gentry
Grandma Got Run Over by a Reindeer|TTBB|Jon Nicholas
Grandmother's Love Letters|TTBB|Burt Szabo
Grow Old with You|SSAA|Aaron Dale
Grow Old with You|TTBB|Aaron Dale
Guilty|TTBB|Scott Kitzmiller
Hallelujah (Cohen)|SSAA|Adam Scott
Hallelujah (Cohen)|TTBB|Adam Scott
Hallelujah (SATB) (Cohen)|SATB|Adam Scott
Hang on Little Tomato|SSAA|Eric Ruthenberg
Hang on Little Tomato|TTBB|Eric Ruthenberg
Hang On The Bell, Nellie|TTBB|Unknown
Hanukkah Medley|SSAA|Jim Arns
Hanukkah Medley|TTBB|Jim Arns
Happy (from "Despicable Me 2")|SATB|Adam Scott
Happy (from "Despicable Me 2")|SSAA|Adam Scott
Happy (from "Despicable Me 2")|TTBB|Adam Scott
Happy Days|TTBB|Joshua Matisoff and Joseph Redgate
Happy Holiday/The Holiday Season|SATB|Adam Scott
Happy Holiday/The Holiday Season|SSAA|Adam Scott
Happy Holiday/The Holiday Season|TTBB|Adam Scott
Happy Together|SATB|Liz Garnett
Happy Together|SSAA|David Wright
Happy Together|SSAA|Liz Garnett
Happy Together|TTBB|David Wright
Happy Together|TTBB|Liz Garnett
Happy Trails|TTBB|Don Gray
Happy Trails|TTBB|Ron Bergenstock
Happy Trails|TTBB|Tom Parker
Harmony Explosion Tags|TTBB|
Harmony Leads The Way|TTBB|Joe Liles
Have A Happy Day|TTBB|Mac Huff
Have a Little Talk with Myself|TTBB|Gary Parker
Have You Ever Been Lonely? (Have You Ever Been Blue?)|TTBB|Roger Craig
He'd Have To Get Under, Get Out And Get Under|TTBB|Burt Szabo
He's A Cousin Of Mine|TTBB|Don Gray
He's Got The Whole World|TTBB|Fred King
Hear That Swanee River Cry|TTBB|Mac Huff
Hear Them Bells|TTBB|Jon Nicholas
Hear Us Now, Oh God, Our Father|TTBB|Einar Pedersen
Heart (from "Damn Yankees")|TTBB|Ed Waesche
Heart and Soul|SSAA|Bryan Ziegler
Heart Of A Clown|SSAA|Lloyd Steinkamp
Heart Of A Clown|TTBB|Lloyd Steinkamp
Heigh-Ho (From Walt Disney's "Snow White and the Seven Dwarfs")|TTBB|Don Gray
Hello Mary Lou (Goodbye Heart)|TTBB|David Wright
Hello My Baby|TTBB|Burt Szabo
Hello My Baby|TTBB|Val Hicks
Hello My Baby|TTBB|Willis Diekema
Hello, Dolly!|TTBB|Ed Waesche
Hello, Mary Lou|TTBB|Tom Gentry
Help Me Rhonda|TTBB|Jon Nicholas
Help Me To Help My Neighbor|TTBB|Burt Szabo
Henry K. Holiday (TTBB) (Liles)|TTBB|Joe Liles
Here Comes Santa Claus (Right Down Santa Claus Lane)|SATB|Marshall Webb
Here Comes Santa Claus (Right Down Santa Claus Lane)|SSAA|Marshall Webb
Here Comes Santa Claus (Right Down Santa Claus Lane)|TTBB|Jon Nicholas
Here Comes Santa Claus (Right Down Santa Claus Lane)|TTBB|Marshall Webb
Here We Come A-Caroling|TTBB|Rob Campbell
Here's To Adventure|SSAA|Larry Triplett
Hey, Good Lookin'|SSAA|David Wright
Hey, Good Lookin'|TTBB|David Wright
Hey, Good Lookin'|TTBB|Thomas Gentry
Hey, Little Baby O' Mine|TTBB|Joe Liles
Hey, Look Me Over (from WILDCAT) -|TTBB|BHS
Hey, Soul Sister|TTBB|Jon Nicholas
Hold You a Little Too Long|SATB|Theo Hicks
Hold You a Little Too Long|SSAA|Theo Hicks
Hold You a Little Too Long|TTBB|Theo Hicks
Holy Highway|TTBB|Paul Jorg
Home On The Range|TTBB|Jack Baird
Honey/Little 'Lize Medley|TTBB|Floyd Connett
Hooked on a Feeling|SATB|Jon Nicholas
Hooked on a Feeling|SSAA|Jon Nicholas
Hooked on a Feeling|TTBB|Jon Nicholas
Hot Time In The Old Town|TTBB|Jean Boardman
How 'Ya Gonna Keep 'Em Down On The Farm|TTBB|Inc. SPEBSQSA
How 'Ya Gonna Keep Em Down|SSAA|Unknown
How are Things in Glocca Morra|TTBB|Don Gray
How Can I Miss You If You Won't Go Away?|SSAA|Louis Perry
How Can I Miss You If You Won't Go Away?|TTBB|Louis Perry
How Deep is the Ocean (How High is the Sky)|SATB|Rob Hopkins
How Deep Is the Ocean (How High Is the Sky)|SSAA|Ed Waesche
How Deep Is the Ocean (How High Is the Sky)|TTBB|Ed Waesche
How Deep Is The Ocean (How High Is The Sky)|SSAA|Rob Hopkins
How Deep Is The Ocean (How High Is The Sky)|TTBB|Rob Hopkins
How Great Thou Art|SSAA|Amanda Sandroni, Katie Gillis, Ali Hauger, Katie Macdonald
How Lucky You Are|SATB|Patrick McAlexander
How Lucky You Are|SSAA|Patrick McAlexander
How Lucky You Are|TTBB|Patrick McAlexander
Hush|SSAA|Dick Kneeland
Hush|TTBB|Dick Kneeland
Hushabye Mountain|TTBB|William Mitchell
Hymn to Freedom|SATB|Jim Clancy
Hymn to Freedom|SSAA|Jim Clancy
Hymn to Freedom|TTBB|Jim Clancy
I Ain't Got Nobody|TTBB|Val Hicks
I Am a Man of Constant Sorrow|TTBB|Aaron Dale
I Am Woman|SSAA|Judith Dixon
I Believe (TTBB) (arr. BHS) - US Orders Only|TTBB|Inc. SPEBSQSA
I Believe In Music|SSAA|Joe Liles
I Believe In Music|TTBB|Joe Liles
I Called You My Sweetheart|TTBB|Unknown
I Can Dream, Can't I?|TTBB|Ed Waesche
I Didn't Want To Fall|TTBB|Joe Liles
I Don't Mind Being All Alone|SSAA|BHS
I Fall to Pieces|SSAA|Kevin Keller
I Fall to Pieces|TTBB|Kevin Keller
I Found A Million Dollar Baby|SSAA|William Mitchell
I Found A Million Dollar Baby|TTBB|William Mitchell
I Get Along Without You Very Well (Except Sometimes)|TTBB|Adam Reimnitz
I Get The Blues When It Rains|SSAA|Unknown
I Get The Blues When It Rains|TTBB|Unknown
I Have A Song To Sing|TTBB|Joe Liles
I Have Dreamed|SSAA|David Wright
I Have Dreamed|TTBB|David Wright
I Heard It Through the Grapevine|TTBB|Aaron Dale
I Just Can't Wait to Be King|TTBB|Aaron Dale
I Just Found out About Love|SATB|Dave Briner
I Just Found out About Love|SSAA|Dave Briner
I Just Found out About Love|TTBB|Dave Briner
I Left My Heart in San Francisco|TTBB|Ted Byrne
I Love A Jolson Song|TTBB|Joe Liles
I Love Being Here with You|SSAA|Aaron Dale
I Love Being Here with You|TTBB|Aaron Dale
I Love The Whole United States|TTBB|Burt Szabo
I Love To Hear That Old Barbershop Style|SSAA|Val Hicks
I Love To Hear That Old Barbershop Style|TTBB|Val Hicks
I Love To Laugh (from Walt Disney's MARY POPPINS)|TTBB|Val Hicks
I Love You Best Of All|TTBB|Unknown
I Miss Mother Most of All|TTBB|Joe Liles
I Miss You Most Of All|TTBB|Unknown
I Never See Maggie Alone|TTBB|Don Gray
I Saw Mommy Kissing Santa Claus|TTBB|Burt Szabo
I See the Light|TTBB|Kevin Keller
I See The Light|SSAA|Kevin Keller
I Told Them All About You / You Dear Medley|SSAA|Unknown
I Told Them All About You / You Dear Medley|TTBB|The Four Harmonizers
I Used To Call Her Baby|TTBB|Tom Gentry
I Wan'na Be Like You (The Monkey Song)|TTBB|David Wright
I Want A Girl (Just Like The Girl That Married Dear Old Dad)|TTBB|SPEBSQSA, INC.
I Want a Hippopotamus for Christmas (Hippo the Hero)|TTBB|Manoj Padki
I Want To Be In Chicago Town|TTBB|Unknown
I Want To Wish You A Merry Christmas|TTBB|Unknown
